	Mo.Ly6C-.Lu#1	Mo.Ly6C-.Lu#2	Mo.Ly6C-.Lu#3	Mo.Ly6C-.Lu.KPd17#1	Mo.Ly6C-.Lu.KPd17#2	Mo.Ly6C-.Lu.KPd28#1	Mo.Ly6C-.Lu.KPd28#2	Mo.Ly6C-.Lu.KPd28#3
Krtap28-10	0	1	0	0	0	3	0	0
Krtap28-13	0	0	0	0	0	0	0	0
Krtap29-1	1	3	1	2	0	1	0	1
Krtap3-1	4	0	0	2	0	1	0	0
Krtap3-2	0	0	1	2	0	1	0	0
Krtap3-3	1	0	1	2	0	0	0	0
Krtap31-1	1	0	1	0	0	1	0	0
Krtap31-2	0	1	0	2	0	0	1	0
Krtap4-1	0	0	0	0	0	0	0	0
Krtap4-13	0	0	0	0	0	0	0	0
Krtap4-16	0	1	2	0	0	0	0	0
Krtap4-2	0	0	0	0	1	0	0	0
Krtap4-6	0	0	0	1	0	1	0	0
Krtap4-7	0	1	0	0	0	0	0	0
Krtap4-8	1	0	0	0	3	0	0	0
Krtap4-9	0	0	2	0	1	1	0	0
