	Mo.Ly6C-.Bl#1	Mo.Ly6C-.Bl#2	Mo.Ly6C-.Bl#3	Mo.Ly6C-.Bl.KPd17#1	Mo.Ly6C-.Bl.KPd17#2	Mo.Ly6C-.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C-Bl.KPd28#3
Lpar2	10	4	3	6	10	3	6	15	4
Lpar3	0	1	0	10	2	2	5	8	4
Lpar4	18	6	16	2	20	4	19	10	20
Lpar5	148	95	47	155	188	124	106	112	85
Lpar6	979	594	13	581	524	405	225	409	373
Lpcat1	131	76	11	91	108	60	59	124	132
Lpcat2	1921	1071	84	1183	1081	780	678	809	1066
Lpcat2b	0	5	0	3	1	0	1	0	7
Lpcat3	643	450	1375	351	285	256	199	396	401
Lpcat4	638	259	23	253	312	209	121	124	219
Lpgat1	63	77	71	89	79	65	87	93	75
Lpin1	213	173	1381	157	150	130	188	198	226
Lpin2	409	408	326	506	483	426	308	457	402
Lpin3	1	5	5	7	2	0	2	7	5
Lpl	394	237	17956	221	144	85	195	349	283
Lpo	1	12	0	0	5	0	4	6	6
Lpp	392	281	1155	418	442	261	461	589	783
Lpxn	677	366	410	496	382	255	340	490	403
Lrat	1	2	1	12	8	0	0	9	1
Lrba	87	153	42	197	177	141	128	115	139
Lrch1	390	469	244	552	428	410	367	345	443
Lrch2	0	1	0	13	5	0	4	14	7
Lrch3	173	329	164	341	369	245	208	268	302
Lrch4	13	30	4	25	24	32	9	16	30
Lrcol1	0	2	1	1	0	0	0	0	0
Lrfn1	4	1	0	1	1	5	4	7	11
Lrfn2	3	2	1	0	2	1	2	4	1
Lrfn3	1	2	0	0	1	0	1	0	0
Lrfn4	0	0	1	1	2	0	0	0	1
Lrfn5	6	14	10	22	10	7	3	18	12
Lrg1	1	5	86	1	4	0	309	50	0
Lrguk	5	14	6	17	7	4	18	15	23
Lrif1	335	240	195	264	331	202	155	193	180
Lrig1	11	12	7	1	11	10	7	12	19
Lrig2	206	232	229	236	266	179	152	266	187
Lrig3	7	14	12	29	12	4	6	8	11
Lrit1	1	8	0	10	2	6	1	9	0
Lrit2	4	3	0	6	0	3	4	2	2
Lrit3	0	5	2	7	7	1	2	9	9
Lrmda	75	77	128	93	111	59	51	74	61
Lrmp	1119	774	159	785	706	521	514	753	939
Lrp1	3773	4326	5259	4776	4668	3428	3134	4320	5152
Lrp10	991	609	447	900	1049	688	372	799	1053
Lrp11	2	10	19	5	5	8	2	21	9
Lrp12	8	6	1193	11	18	0	13	37	22
Lrp1b	31	66	16	65	31	34	50	62	69
Lrp2	22	45	10	62	27	17	28	43	30
Lrp2bp	2	20	2	0	7	3	7	17	11
Lrp3	1	1	0	1	0	0	4	2	3
Lrp4	93	59	447	71	32	38	42	44	47
Lrp5	180	114	17	135	128	97	84	103	144
Lrp6	132	200	113	214	183	83	111	153	151
Lrp8	6	8	71	20	2	15	6	14	24
Lrpap1	956	607	819	409	486	248	359	534	538
Lrpprc	146	326	365	359	352	222	209	261	317
Lrr1	3	8	2	8	3	5	2	5	3
Lrrc1	13	23	0	27	19	9	4	13	14
Lrrc10	2	0	1	0	2	0	0	2	0
Lrrc10b	0	0	1	3	1	0	1	0	2
Lrrc14	272	234	236	184	114	124	61	132	153
Lrrc14b	0	0	0	0	0	0	0	0	0
Lrrc15	3	15	1	0	0	0	5	4	9
Lrrc17	1	6	0	13	2	1	6	10	5
Lrrc18	64	58	58	65	61	68	71	35	76
Lrrc19	4	15	2	15	5	5	6	2	10
Lrrc2	1	5	3	14	1	0	9	1	7
Lrrc20	143	136	37	169	84	62	61	93	92
Lrrc23	0	5	1	9	1	1	4	0	4
Lrrc24	16	16	29	24	13	23	12	17	11
Lrrc25	1210	707	74	583	569	437	468	513	712
Lrrc26	0	0	0	0	0	0	0	0	0
Lrrc27	1	0	2	0	0	0	0	0	0
Lrrc28	66	66	79	67	68	44	48	61	57
Lrrc29	42	53	31	16	31	16	15	26	24
Lrrc3	2	1	25	3	0	0	3	5	1
Lrrc30	2	3	0	0	0	1	0	0	0
Lrrc31	3	19	0	17	4	0	11	13	5
Lrrc32	0	5	0	2	0	2	4	2	0
Lrrc34	0	8	4	10	6	2	7	8	8
Lrrc36	4	8	5	6	6	6	7	7	6
Lrrc37a	1	17	6	13	7	4	9	8	8
Lrrc38	0	0	0	0	0	0	0	0	0
Lrrc39	5	29	15	11	22	14	20	15	15
Lrrc3b	0	3	0	0	0	0	1	3	4
Lrrc3c	0	1	0	0	0	0	0	0	0
Lrrc4	28	19	8	41	39	20	8	28	40
Lrrc40	108	147	108	127	73	58	81	109	94
Lrrc41	139	158	146	139	107	105	91	100	101
Lrrc42	54	45	21	32	32	25	23	48	55
Lrrc43	3	7	0	1	1	1	1	2	0
Lrrc45	313	199	155	223	195	161	200	179	169
Lrrc46	0	2	2	0	2	0	1	3	0
Lrrc47	25	16	12	26	18	26	12	27	30
Lrrc49	17	26	8	41	12	13	25	45	29
Lrrc4b	0	0	0	0	0	1	0	0	0
Lrrc4c	1	7	3	25	4	5	6	6	11
Lrrc51	1	12	4	8	4	7	2	8	6
Lrrc52	0	0	0	1	0	0	0	2	0
Lrrc55	8	15	0	2	3	6	4	6	5
Lrrc56	44	30	53	75	37	36	24	47	46
Lrrc57	293	187	250	169	195	143	95	108	154
Lrrc58	93	172	484	166	242	131	152	205	207
Lrrc59	215	126	263	136	125	132	105	163	165
Lrrc6	8	8	1	10	11	11	5	9	14
Lrrc61	168	125	36	84	92	81	54	83	85
Lrrc63	35	27	3	6	18	12	7	25	14
Lrrc66	1	6	3	1	2	1	3	11	3
Lrrc69	0	7	0	4	6	0	3	3	6
Lrrc7	3	13	1	10	7	2	14	18	18
Lrrc71	5	7	4	6	4	3	8	10	4
Lrrc72	2	7	0	1	7	2	5	0	11
Lrrc73	0	3	2	3	0	0	0	0	0
Lrrc74a	0	3	0	6	3	0	0	2	8
Lrrc74b	15	8	2	5	14	1	5	6	10
Lrrc75a	44	26	27	32	45	49	14	22	32
Lrrc75b	0	13	1	1	4	1	0	3	8
Lrrc8a	108	66	100	49	51	83	60	55	56
Lrrc8b	229	196	101	244	249	203	137	128	127
Lrrc8c	1642	1367	172	1332	1308	896	693	816	1052
Lrrc8d	1152	909	467	806	704	522	346	348	483
Lrrc8e	0	17	2	6	5	2	7	8	4
Lrrc9	0	17	5	27	6	1	16	15	26
Lrrcc1	121	76	86	121	94	81	76	81	84
Lrrd1	0	9	1	8	7	0	0	5	3
Lrrfip1	4163	3910	4119	3524	3711	2601	2113	2532	2893
Lrrfip2	631	389	312	514	371	315	215	448	497
Lrriq1	6	15	2	20	18	13	10	10	10
Lrriq3	0	9	18	8	2	1	13	16	11
Lrriq4	1	4	2	4	9	1	6	11	2
Lrrk1	589	641	373	720	702	483	461	464	532
Lrrk2	586	852	199	928	883	571	466	393	671
Lrrn1	6	5	0	7	0	2	1	4	3
Lrrn2	0	1	1	9	5	2	0	9	0
Lrrn3	5	6	0	8	7	12	10	21	5
Lrrn4	0	9	1	6	10	0	1	1	5
Lrrn4cl	2	4	0	8	2	0	2	2	7
Lrrtm1	1	3	0	6	1	4	1	5	4
Lrrtm2	30	27	13	41	30	18	11	1	43
Lrrtm3	8	20	2	2	2	0	2	10	4
Lrrtm4	4	7	0	1	14	0	6	11	2
Lrsam1	43	34	124	45	47	39	28	49	41
Lrtm1	1	14	7	13	3	2	2	13	4
Lrtm2	9	15	2	3	7	0	7	7	6
Lrwd1	420	252	156	295	358	180	221	196	277
Lsamp	14	43	8	39	34	17	17	38	47
Lsg1	428	331	167	298	235	188	183	295	310
Lsm1	401	130	250	186	168	128	132	136	171
Lsm10	447	194	293	184	152	108	88	109	151
Lsm11	41	22	23	33	32	30	12	24	41
Lsm12	445	198	244	229	171	197	167	192	211
Lsm14a	429	232	175	272	312	224	146	201	270
Lsm14b	29	17	7	26	20	13	11	14	22
Lsm2	236	94	127	81	86	77	68	79	106
Lsm3	327	116	98	110	122	105	66	96	110
Lsm4	163	58	30	75	85	52	22	66	77
Lsm5	45	20	21	29	25	12	18	31	27
Lsm6	379	180	142	173	181	126	150	124	173
Lsm7	74	26	47	36	50	20	18	33	55
Lsm8	503	196	298	256	220	181	124	151	232
Lsmem1	0	12	0	5	4	1	2	3	2
Lsp1	23114	11877	9014	11860	10995	7818	7194	7180	10027
Lsr	35	38	500	18	9	24	22	68	59
Lss	144	121	170	139	109	98	64	99	105
Lst1	5145	2141	104	1860	1861	1638	817	877	1449
Lta	1	0	1	1	1	0	0	2	2
Lta4h	1523	829	1215	873	802	682	581	639	1011
Ltb	779	240	1	325	421	253	159	167	270
Ltb4r1	961	302	0	359	277	177	406	841	712
Ltb4r2	8	12	16	12	13	3	9	5	17
Ltbp1	8	26	13	21	2	11	22	23	19
Ltbp2	4	13	10	11	6	0	1	10	24
Ltbp3	2	3	5	0	10	6	8	8	2
Ltbp4	1	4	4	3	10	2	2	6	2
Ltbr	507	339	186	318	418	265	208	355	317
Ltc4s	1	1	289	2	1	0	9	29	3
Ltf	5	10	4	4	0	0	3	1	2
Ltk	3	3	2	3	1	1	2	2	0
Ltn1	256	473	336	552	448	318	247	400	473
Ltv1	736	443	364	365	310	296	262	331	327
Luc7l	299	340	215	343	352	247	273	386	306
Luc7l2	495	398	253	360	305	228	301	319	349
Luc7l3	511	450	280	515	430	374	313	407	478
Lum	5	9	2	8	0	0	2	6	11
Lurap1	7	10	9	3	7	12	5	21	16
Lurap1l	2	4	3	2	3	0	1	2	1
Luzp1	221	170	784	183	234	173	117	159	158
Luzp2	8	27	0	9	14	6	10	25	8
Luzp4	0	1	0	0	0	0	0	0	3
Lvrn	0	3	2	11	13	8	2	7	3
Lxn	89	39	248	41	37	30	25	34	33
Ly6a	178	84	4	103	76	98	44	158	70
Ly6c1	1	5	5	1	3	2	3	1	0
Ly6c2	37	22	0	11	10	11	10	26	16
Ly6d	12	0	3	1	4	0	37	1	7
Ly6e	20803	11851	1968	13355	12139	9515	7321	9354	11184
Ly6f	0	1	0	5	0	0	1	0	0
Ly6g	0	5	0	1	6	4	2	0	1
Ly6g5b	4	13	6	17	2	3	8	4	0
Ly6g5c	0	0	0	0	0	0	0	0	0
Ly6g6c	4	0	0	1	0	2	1	0	0
Ly6g6d	0	0	0	1	0	0	0	0	0
Ly6g6e	0	0	1	0	2	0	0	0	0
Ly6g6f	0	6	1	6	1	0	1	2	3
Ly6h	4	6	1	2	0	0	2	6	1
Ly6i	1145	578	1	669	660	686	306	408	415
Ly6k	3	1	0	0	0	1	0	1	0
Ly6l	0	0	0	0	0	0	0	3	0
Ly75	21	36	1927	44	35	17	40	30	12
Ly86	2280	1075	185	1196	1013	689	822	1365	1226
Ly9	533	375	225	313	286	199	151	192	216
Ly96	237	132	81	146	161	89	92	94	104
Lyar	197	118	115	115	99	89	79	75	105
Lyg1	1	1	0	1	0	0	0	0	1
Lyg2	0	4	0	6	1	0	3	1	1
Lyl1	2702	1283	61	1295	1281	903	682	835	1163
Lyn	6651	5054	2662	5666	5578	3702	3717	4381	5646
Lynx1	17	2	0	18	9	2	1	4	4
Lypd1	8	8	4	24	4	1	3	9	0
Lypd2	0	2	0	4	0	1	0	0	3
Lypd3	0	1	0	0	0	2	0	1	0
Lypd4	0	5	0	0	0	4	0	1	8
Lypd5	0	5	0	3	1	0	0	0	0
Lypd6	7	17	1	6	17	0	0	6	11
Lypd6b	21	12	24	15	8	2	19	4	9
Lypd8	0	7	3	2	2	3	3	0	6
Lypla1	510	580	567	621	589	364	401	423	574
Lypla2	669	347	409	344	305	228	198	289	262
Lyplal1	3	3	82	2	2	0	0	0	0
Lyrm1	94	68	68	41	17	25	14	42	52
Lyrm2	188	87	84	92	86	58	46	59	86
Lyrm4	144	95	821	108	112	56	52	54	77
Lyrm7	20	14	5	32	5	8	3	22	3
Lyrm9	72	101	58	132	67	27	52	53	72
Lysmd1	36	22	13	31	16	11	17	13	29
Lysmd2	22	0	4	0	0	5	5	7	12
Lysmd3	278	279	143	316	382	256	247	216	283
Lysmd4	54	57	54	68	47	26	40	69	73
Lyst	970	660	434	641	521	503	459	401	474
Lyve1	7	4	4	7	0	0	43	2	1
Lyz1	629	164	106	231	181	193	373	123	69
Lyz2	110453	59986	107092	53241	47612	31271	31727	42278	42780
Lyzl1	0	5	0	1	0	0	0	0	1
Lyzl4	3	0	4	2	0	0	0	0	0
Lyzl6	0	5	0	2	0	0	1	2	1
Lzic	219	142	164	121	108	82	89	43	114
Lztfl1	59	58	107	52	62	36	42	67	53
Lztr1	282	226	452	265	213	213	174	201	267
Lzts1	15	21	4	14	6	15	22	17	16
Lzts2	3	7	66	0	4	0	5	4	5
Lzts3	4	5	19	2	4	2	8	3	3
M1ap	314	180	3	156	129	71	50	66	58
M6pr	2499	1958	3092	2023	1756	1240	1238	1510	1616
Maats1	3	10	4	3	3	0	5	13	5
Mab21l1	0	0	0	0	5	1	2	4	2
Mab21l2	0	1	0	3	1	0	1	1	0
Mab21l3	2	4	2	0	7	1	4	5	4
Macc1	4	41	6	10	3	9	11	20	26
Macf1	2476	2607	1037	2917	2700	2049	1792	1856	2230
Macrod1	12	4	13	12	1	13	8	6	8
Macrod2	5	17	27	12	18	5	10	18	20
Mad1l1	294	243	89	251	229	174	118	162	177
Mad2l1	91	83	149	74	50	40	50	61	45
Mad2l1bp	216	89	92	82	94	63	63	83	104
Mad2l2	189	70	101	53	68	59	62	63	74
Madcam1	0	6	1	0	0	3	0	2	2
Madd	770	895	219	903	1020	663	557	507	814
Maea	1232	625	599	620	620	414	456	620	561
Mael	0	5	0	6	1	1	3	0	1
Maf	54	49	6	45	44	20	71	105	45
Maf1	1746	922	742	936	1036	605	701	937	864
Mafa	0	0	0	0	0	2	0	0	0
Mafb	264	226	0	193	121	129	162	504	180
Maff	8	14	75	8	9	3	5	3	2
Mafg	656	506	224	384	406	287	231	472	482
Mafk	158	254	199	250	308	160	260	199	258
Mag	20	5	189	12	31	1	7	15	21
Magea1	0	0	0	0	1	0	0	0	0
Magea10	1	1	2	9	0	0	2	8	0
Magea2	2	4	1	0	0	0	0	0	0
Magea3	0	0	0	0	0	0	1	1	1
Magea4	1	0	0	0	0	0	0	2	1
Magea5	1	8	0	5	0	0	0	3	1
Magea6	1	0	1	0	0	0	2	2	5
Magea8	0	1	0	3	0	0	0	3	0
Mageb1	0	0	0	0	0	0	0	0	0
Mageb16	2	0	0	2	0	4	1	1	0
Mageb18	4	11	0	2	4	0	4	1	0
Mageb2	0	0	0	1	0	0	0	0	0
Mageb3	0	1	0	0	0	1	3	8	1
Mageb4	0	0	0	0	2	0	0	0	0
Mageb5	0	0	0	0	0	0	0	0	0
Maged1	4	2	274	0	4	0	10	17	1
Maged2	4	7	7	0	0	0	18	1	1
Magee1	39	31	138	69	27	27	27	24	32
Magee2	0	0	1	0	0	0	0	4	0
Mageh1	1	0	0	0	0	0	1	0	0
Magel2	5	6	1	0	7	0	0	1	3
Magi1	38	36	69	41	35	48	31	52	31
Magi2	13	11	3	17	12	17	11	10	12
Magi3	30	19	18	26	23	10	32	13	16
Magix	3	0	1	4	1	0	0	0	3
Magoh	387	134	229	100	117	126	91	127	116
Magohb	114	48	104	35	48	41	32	65	48
Magt1	1687	1397	837	1213	1241	927	821	827	1090
Maip1	147	115	64	97	74	40	54	97	70
Majin	0	0	0	1	0	0	0	0	0
Mak	21	17	367	3	8	2	10	2	2
Mak16	153	70	86	81	66	74	48	69	81
Mal	3	5	1	0	0	5	2	4	2
Mal2	7	15	0	2	5	0	6	17	0
Mall	1	3	0	2	2	2	2	1	0
Malrd1	8	28	1	15	26	12	11	30	19
Malsu1	172	69	93	84	73	47	43	51	77
Malt1	798	830	205	1095	1064	760	365	757	858
Mamdc2	4	12	291	13	16	24	15	14	13
Mamdc4	19	20	8	30	26	38	5	23	19
Maml1	107	93	99	176	132	70	79	85	122
Maml2	163	168	158	176	174	184	150	128	113
Maml3	232	221	83	206	245	169	130	109	213
Mamld1	5	5	35	2	12	5	19	19	3
Mamstr	5	11	3	0	5	1	0	7	0
Man1a	348	300	39	379	327	232	210	263	371
Man1a2	221	232	251	272	324	170	171	241	276
Man1b1	161	109	133	107	122	74	77	91	127
Man1c1	147	112	170	123	114	120	89	107	135
Man2a1	315	280	297	326	301	227	222	468	425
Man2a2	107	67	502	56	43	49	80	142	68
Man2b1	4896	3792	3839	4055	4285	2448	3030	4343	4488
Man2b2	487	424	1492	511	483	352	343	543	389
Man2c1	276	283	260	366	511	219	258	360	382
Manba	166	307	824	308	256	238	210	312	365
Manbal	203	90	121	89	79	71	56	119	76
Manea	67	64	270	177	70	63	74	149	103
Maneal	2	12	3	4	13	0	0	0	2
Manf	372	156	414	139	142	89	97	167	204
Mansc1	24	21	5	23	6	8	5	13	12
Mansc4	4	3	0	4	0	6	6	1	5
Maoa	4	2	115	9	8	4	8	22	9
Maob	1	2	1	1	4	0	3	6	1
Map10	42	82	38	45	60	14	26	35	38
Map1a	2	16	3	5	0	4	1	6	1
Map1b	21	39	17	19	33	4	1	35	37
Map1lc3a	107	46	219	40	53	26	32	53	52
Map1lc3b	1768	794	2124	1023	995	603	787	874	888
Map1s	218	215	221	219	261	187	160	185	226
Map2	7	29	1	7	18	13	16	25	23
Map2k1	3266	2337	1410	2361	2406	1783	1386	1737	2200
Map2k2	1118	531	586	689	541	389	356	433	543
Map2k3	957	498	824	624	651	371	438	516	634
Map2k4	253	159	161	214	211	147	126	194	201
Map2k5	293	211	137	226	274	170	111	231	217
Map2k6	36	27	4	12	28	11	16	21	30
Map2k7	128	96	61	102	130	105	77	127	114
Map3k1	2718	2334	596	2418	2191	1800	1366	1268	1541
Map3k10	9	7	10	5	3	3	4	5	4
Map3k11	820	913	517	813	743	570	537	774	794
Map3k12	93	122	43	151	68	113	66	92	126
Map3k13	9	28	11	10	13	20	4	19	9
Map3k14	527	453	40	452	374	301	309	275	399
Map3k15	80	86	8	58	43	42	61	112	59
Map3k19	5	20	5	11	9	5	13	9	9
Map3k2	129	187	131	204	267	167	133	192	215
Map3k20	166	239	234	213	214	150	133	147	141
Map3k21	1	10	0	3	0	0	7	11	4
Map3k3	936	484	196	593	564	457	409	485	625
Map3k4	77	157	138	166	136	78	78	82	102
Map3k5	1009	447	233	533	563	399	224	299	398
Map3k6	3	10	0	3	2	3	6	31	18
Map3k7	178	151	81	215	151	120	79	122	140
Map3k7cl	4	3	2	3	1	2	4	1	5
Map3k8	1032	596	533	646	937	647	465	600	743
Map3k9	45	38	11	13	23	20	31	29	25
Map4	1333	968	1529	1075	918	714	604	660	746
Map4k1	578	287	272	377	361	325	310	298	343
Map4k2	234	146	76	169	111	83	77	61	90
Map4k3	143	159	97	194	146	129	71	107	136
Map4k4	627	351	104	443	451	271	240	284	380
Map4k5	78	90	32	147	112	80	66	68	126
Map6	6	6	107	1	7	0	2	7	8
Map6d1	10	1	5	1	3	5	0	2	3
Map7	8	15	1	9	18	8	2	8	5
Map7d1	645	378	287	463	472	392	230	339	528
Map7d2	2	10	1	6	1	2	7	12	7
Map7d3	39	25	132	21	23	15	14	24	31
Map9	4	2	2	22	22	5	1	23	11
Mapk1	936	598	597	727	949	691	300	798	1051
Mapk10	6	33	5	32	8	0	15	22	16
Mapk11	52	17	0	29	17	3	24	10	10
Mapk12	5	1	0	0	5	0	2	1	5
Mapk13	38	16	2	11	34	4	20	31	57
Mapk14	895	764	345	852	950	603	636	536	727
Mapk15	0	4	0	7	0	0	0	0	0
Mapk1ip1	53	47	51	51	33	28	26	38	20
Mapk1ip1l	389	332	291	294	249	220	176	254	265
Mapk3	552	223	672	275	232	159	145	130	232
Mapk4	3	9	0	4	16	1	0	7	1
Mapk6	146	182	1128	223	170	142	143	327	150
Mapk7	225	235	178	175	166	157	125	180	200
Mapk8	208	204	144	226	253	174	233	202	220
Mapk8ip1	5	5	6	1	11	1	1	3	4
Mapk8ip2	4	9	0	1	9	5	2	5	3
Mapk8ip3	385	473	336	422	381	335	283	363	394
Mapk9	255	209	135	244	336	240	114	266	238
Mapkap1	514	397	103	375	542	373	237	238	456
Mapkapk2	860	433	186	503	534	332	237	417	438
Mapkapk3	1157	812	1009	848	777	548	484	617	739
Mapkapk5	11	12	1	22	16	7	2	7	9
Mapkbp1	63	83	163	46	105	48	58	70	72
Mapre1	2133	1269	1459	1240	1085	724	873	1095	1146
Mapre2	1065	595	559	753	838	530	478	611	636
Mapre3	29	26	332	26	18	15	6	19	9
Mapt	28	34	17	44	22	26	9	24	25
Marc1	6	6	4	2	3	1	6	2	3
Marc2	630	396	471	335	372	240	285	329	420
March1	1334	1252	628	1417	1147	800	745	1442	1138
March10	1	3	1	5	2	0	2	5	5
March11	9	1	0	3	1	4	0	6	5
March2	172	120	99	97	165	115	63	149	129
March3	7	22	25	28	12	13	19	20	16
March4	3	9	11	2	0	0	0	7	1
March5	22	14	7	13	12	12	5	13	11
March6	402	530	506	577	547	474	417	468	553
March7	589	888	602	880	683	596	559	693	683
March8	95	80	208	76	82	46	41	43	60
March9	0	6	2	8	1	1	0	0	0
Marcks	892	485	3	558	553	498	399	350	445
Marcksl1	54	53	2	42	43	33	9	42	51
Marco	5	6	4665	6	6	4	2	21	3
Marf1	854	410	206	400	431	318	284	273	345
Mark1	9	22	0	13	5	2	7	4	3
Mark2	480	388	488	330	398	293	194	274	383
Mark3	385	268	195	269	276	176	103	197	217
Mark4	67	62	35	67	53	54	37	78	41
Mars	378	266	369	258	268	175	251	185	256
Mars2	192	119	85	159	157	115	113	124	90
Marveld1	17	12	142	6	9	6	21	17	14
Marveld2	3	14	344	10	3	9	2	10	7
Marveld3	5	10	1	4	4	2	3	0	2
Mas1	4	19	1	1	4	2	10	12	0
Masp1	0	9	1	14	14	1	2	10	4
Masp2	4	7	2	1	9	2	0	3	4
Mast1	11	7	13	5	17	9	3	5	7
Mast2	50	53	78	54	60	49	24	67	38
Mast3	52	53	43	58	53	50	41	84	43
Mast4	196	201	31	211	158	125	101	159	97
Mastl	19	59	71	50	81	56	13	38	26
Mat1a	3	2	3	6	4	13	1	6	4
Mat2a	247	182	175	165	158	108	133	149	196
Mat2b	1402	793	666	821	875	571	654	673	729
Matk	453	183	4	246	182	119	204	309	338
Matn1	0	3	0	2	3	1	1	0	5
Matn2	24	9	1183	25	18	20	10	22	25
Matn3	0	8	0	20	4	2	3	5	7
Matn4	1	9	1	8	0	4	3	2	2
Matr3	835	939	813	994	893	692	576	701	818
Mau2	1201	1206	682	1349	1462	989	755	1044	1207
Mavs	248	166	1097	216	189	166	140	233	248
Max	663	152	93	210	212	106	97	173	171
Maz	52	47	81	47	40	48	25	71	61
Mb	0	6	1	0	0	0	0	0	1
Mb21d1	169	111	39	134	150	84	77	112	174
Mb21d2	0	4	10	3	1	0	3	1	1
Mbd1	247	295	212	270	274	240	160	223	278
Mbd2	231	107	145	162	200	103	112	151	173
Mbd3	51	29	93	41	38	32	18	55	41
Mbd3l1	1	0	1	0	0	1	1	1	0
Mbd3l2	6	12	2	1	1	6	0	4	3
Mbd4	88	125	108	126	79	61	76	123	115
Mbd5	153	207	148	206	247	164	144	183	173
Mbd6	86	65	56	99	48	56	60	75	87
Mbip	142	126	64	110	99	80	48	115	68
Mbl1	1	4	1	0	6	1	0	4	4
Mbl2	2	4	1	1	2	0	1	0	4
Mblac1	18	14	21	9	10	9	10	2	6
Mblac2	43	63	77	37	69	44	27	30	56
Mbnl1	3197	4606	4186	5060	4865	3217	3345	4171	4329
Mbnl2	1341	1130	785	1215	1250	820	878	824	979
Mbnl3	167	153	187	216	177	103	117	127	228
Mboat1	160	77	2	81	84	58	57	71	79
Mboat2	8	19	0	15	6	6	18	17	6
Mboat4	0	3	0	2	0	0	0	0	10
Mboat7	404	242	506	281	241	160	326	413	347
Mbp	1209	1368	381	1842	1927	1540	1212	855	1438
Mbtd1	208	262	135	286	310	170	197	245	259
Mbtps1	256	275	347	335	330	297	224	288	356
Mbtps2	156	181	164	95	113	106	89	130	144
Mc1r	1	9	0	9	10	1	5	4	9
Mc2r	2	3	0	1	0	1	1	0	1
Mc3r	2	7	1	2	0	0	0	2	6
Mc4r	1	8	0	1	2	0	1	5	1
Mc5r	0	1	0	0	0	1	1	2	0
Mcam	11	10	602	11	2	13	29	19	3
Mcat	26	13	18	3	22	27	6	19	15
Mcc	23	41	15	17	24	26	35	45	25
Mccc1	127	107	128	94	83	47	54	92	76
Mccc2	301	185	467	181	183	100	59	47	33
Mcee	87	36	106	14	14	22	20	22	16
Mcemp1	2079	970	4969	863	548	526	399	942	729
Mcf2	1	3	1	0	3	1	2	10	5
Mcf2l	24	16	10	16	34	12	16	28	14
Mcfd2	661	285	632	317	324	204	215	332	456
Mchr1	0	6	1	2	4	3	0	1	6
Mcidas	9	2	4	8	5	0	7	10	0
Mcl1	2512	1378	1568	1999	2385	1603	1429	1464	2011
Mcm10	3	7	39	40	10	11	9	26	24
Mcm2	129	110	299	148	68	59	71	73	115
Mcm3	323	242	562	216	270	189	165	203	247
Mcm3ap	367	355	220	341	316	201	200	293	370
Mcm4	178	316	414	331	275	239	165	189	330
Mcm5	307	281	235	243	267	173	173	107	230
Mcm6	383	290	514	226	287	220	187	193	182
Mcm7	197	167	278	232	227	105	91	97	159
Mcm8	3	14	33	14	18	12	10	22	17
Mcm9	97	95	52	89	163	151	64	114	126
Mcmbp	1232	731	343	958	818	731	470	531	654
Mcmdc2	34	27	20	45	31	25	32	57	26
Mcoln1	372	345	830	371	308	303	234	328	363
Mcoln2	9	7	89	11	6	2	17	15	0
Mcoln3	3	5	2515	6	0	0	7	13	6
Mcph1	76	56	72	102	46	34	45	52	52
Mcpt1	0	5	0	6	5	1	6	0	0
Mcpt2	0	1	1	0	0	1	1	3	0
Mcpt4	0	0	0	3	0	0	6	7	1
Mcpt8	0	5	0	6	0	1	0	5	0
Mcpt9	0	1	0	4	0	0	3	2	0
Mcrip1	867	411	383	339	364	271	167	414	398
Mcrip2	24	5	27	11	6	8	6	18	5
Mcrs1	290	144	83	118	95	91	84	117	90
Mctp1	480	547	275	509	543	398	285	360	422
Mctp2	45	79	168	73	45	80	100	186	151
Mcts1	689	312	444	304	300	229	176	217	301
Mcts2	10	22	39	20	17	6	18	15	22
Mcu	119	113	12	97	79	60	52	78	75
Mcub	487	227	299	288	201	158	232	284	229
Mcur1	527	356	262	447	556	485	239	386	504
Mdc1	468	445	205	425	397	365	207	288	319
Mdfi	0	4	0	9	3	0	1	2	6
Mdfic	111	79	121	113	125	78	59	90	163
Mdga1	9	23	16	5	12	3	15	15	17
Mdga2	22	29	7	42	31	13	21	37	21
Mdh1	1857	752	1105	745	790	593	522	569	670
Mdh1b	0	10	4	1	1	3	5	3	2
Mdh2	1678	746	1203	730	699	502	622	674	696
Mdk	5	1	0	6	3	0	0	0	1
Mdm1	909	471	23	701	504	514	461	363	436
Mdm2	511	666	389	785	605	480	393	611	617
Mdm4	847	1107	484	1276	1038	894	659	842	941
Mdn1	135	307	288	310	236	126	151	219	265
Mdp1	742	314	195	250	286	216	199	228	238
Me1	5	6	10	1	3	3	1	6	3
Me2	943	622	1137	714	623	471	462	591	669
Me3	5	42	12	24	14	4	22	26	7
Mea1	311	113	162	127	119	88	81	93	111
Meaf6	315	206	144	230	205	158	104	170	193
Mecom	28	24	2	14	26	5	14	26	25
Mecp2	305	313	183	334	316	233	166	269	290
Mecr	98	59	93	70	66	36	39	51	58
Med1	725	660	380	754	641	671	418	566	577
Med10	2	4	0	0	1	0	0	0	0
Med11	459	216	137	202	143	142	83	88	167
Med12	603	484	251	458	528	318	291	337	484
Med12l	22	64	39	32	21	21	30	37	28
Med13	355	439	234	393	414	305	269	379	364
Med13l	529	338	130	373	359	228	257	327	364
