	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C+.Bl#1	Mo.Ly6C-Bl.KPd28#3	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd28#3
Metap1	83.0			343.0		179.0	255.0	80.0	287.0	204.0	367.0
Metap1d	57.0			348.0		95.0	252.0	56.0	279.0	61.0	208.0
Metap2	173.0			885.0		344.0	678.0	286.0	889.0	361.0	763.0
Methig1	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Metrn	0.0			1.0		0.0	0.0	0.0	0.0	0.0	0.0
Metrnl	130.0			706.0		319.0	731.0	235.0	685.0	551.0	823.0
Mettl1	5.0			20.0		4.0	28.0	7.0	53.0	24.0	34.0
Mettl11b	0.0			0.0		5.0	4.0	2.0	1.0	2.0	10.0
Mettl13	13.0			78.0		37.0	106.0	21.0	52.0	76.0	96.0
Mettl14	23.0			118.0		71.0	100.0	47.0	114.0	79.0	110.0
Mettl15	2.0			50.0		13.0	24.0	6.0	10.0	15.0	48.0
Mettl16	35.0			193.0		54.0	146.0	40.0	83.0	124.0	215.0
Mettl17	43.0			154.0		54.0	138.0	43.0	172.0	92.0	154.0
Mettl18	1.0			27.0		8.0	12.0	8.0	8.0	21.0	21.0
Mettl2	30.0			154.0		61.0	88.0	36.0	117.0	85.0	129.0
Mettl21a	49.0			206.0		66.0	189.0	74.0	148.0	99.0	142.0
Mettl21b	0.0			2.0		3.0	3.0	1.0	0.0	0.0	0.0
Mettl21c	17.0			70.0		26.0	54.0	25.0	45.0	44.0	21.0
Mettl21e	0.0			4.0		10.0	2.0	2.0	3.0	10.0	11.0
Mettl22	7.0			64.0		26.0	43.0	21.0	42.0	34.0	45.0
Mettl23	80.0			300.0		137.0	329.0	75.0	310.0	240.0	227.0
Mettl24	0.0			0.0		0.0	0.0	0.0	4.0	2.0	1.0
Mettl25	19.0			97.0		38.0	113.0	33.0	110.0	62.0	61.0
Mettl26	12.0			96.0		32.0	58.0	24.0	56.0	22.0	66.0
Mettl27	3.0			20.0		9.0	8.0	0.0	14.0	8.0	14.0
Mettl3	40.0			262.0		86.0	156.0	48.0	130.0	197.0	163.0
Mettl4	17.0			71.0		37.0	44.0	21.0	47.0	51.0	78.0
Mettl5	11.0			115.0		69.0	79.0	28.0	61.0	78.0	93.0
Mettl6	30.0			313.0		115.0	263.0	65.0	287.0	165.0	230.0
Mettl7a1	24.0			136.0		57.0	145.0	38.0	66.0	105.0	74.0
Mettl7a2	0.0			0.0		1.0	0.0	0.0	0.0	1.0	1.0
Mettl7a3	0.0			1.0		0.0	1.0	1.0	0.0	1.0	0.0
Mettl7b	0.0			4.0		0.0	0.0	0.0	0.0	2.0	0.0
Mettl8	12.0			72.0		32.0	48.0	17.0	36.0	28.0	65.0
Mettl9	146.0			724.0		297.0	584.0	191.0	443.0	303.0	267.0
Mex3a	0.0			4.0		0.0	0.0	0.0	2.0	4.0	3.0
Mex3b	2.0			7.0		0.0	0.0	3.0	3.0	1.0	5.0
Mex3c	17.0			151.0		41.0	94.0	35.0	53.0	55.0	59.0
Mex3d	1.0			25.0		0.0	8.0	2.0	5.0	6.0	3.0
Mfap1a	26.0			137.0		43.0	121.0	43.0	106.0	168.0	146.0
Mfap1b	47.0			211.0		90.0	156.0	43.0	135.0	199.0	137.0
Mfap2	0.0			0.0		0.0	0.0	0.0	1.0	3.0	4.0
Mfap3	215.0			1149.0		477.0	884.0	310.0	741.0	552.0	676.0
Mfap3l	4.0			18.0		12.0	13.0	17.0	59.0	15.0	24.0
Mfap4	0.0			1.0		0.0	0.0	0.0	0.0	0.0	4.0
Mfap5	0.0			0.0		2.0	0.0	0.0	0.0	1.0	7.0
Mff	178.0			841.0		355.0	713.0	242.0	835.0	511.0	599.0
Mfge8	19.0			127.0		42.0	125.0	22.0	136.0	64.0	457.0
Mfhas1	11.0			44.0		16.0	39.0	5.0	16.0	11.0	91.0
Mfn1	29.0			129.0		48.0	90.0	24.0	96.0	61.0	105.0
Mfn2	42.0			340.0		137.0	269.0	66.0	312.0	141.0	381.0
Mfng	36.0			321.0		111.0	216.0	86.0	212.0	192.0	237.0
Mfrp	0.0			0.0		1.0	3.0	0.0	4.0	2.0	0.0
Mfsd1	445.0			2366.0		1012.0	2070.0	580.0	2164.0	851.0	2419.0
Mfsd10	68.0			460.0		138.0	319.0	89.0	477.0	151.0	398.0
Mfsd11	56.0			226.0		92.0	166.0	38.0	151.0	112.0	332.0
Mfsd12	43.0			216.0		77.0	259.0	54.0	148.0	88.0	538.0
Mfsd13a	18.0			194.0		64.0	97.0	29.0	101.0	49.0	126.0
Mfsd13b	1.0			1.0		3.0	14.0	2.0	1.0	4.0	11.0
Mfsd14a	129.0			527.0		294.0	517.0	202.0	461.0	426.0	449.0
Mfsd14b	626.0			3029.0		1215.0	2707.0	941.0	1987.0	1950.0	1901.0
Mfsd2a	0.0			1.0		0.0	0.0	0.0	1.0	1.0	0.0
Mfsd2b	12.0			19.0		13.0	19.0	4.0	185.0	8.0	21.0
Mfsd3	9.0			40.0		15.0	22.0	5.0	27.0	31.0	56.0
Mfsd4a	32.0			109.0		42.0	111.0	33.0	152.0	111.0	135.0
Mfsd4b1	0.0			0.0		0.0	4.0	1.0	6.0	2.0	2.0
Mfsd4b2	0.0			0.0		2.0	2.0	1.0	0.0	5.0	0.0
Mfsd4b3	0.0			5.0		1.0	0.0	1.0	0.0	0.0	2.0
Mfsd4b4	0.0			70.0		7.0	19.0	7.0	17.0	7.0	12.0
Mfsd4b5	1.0			13.0		1.0	6.0	0.0	2.0	6.0	1.0
Mfsd5	58.0			583.0		247.0	574.0	98.0	378.0	167.0	179.0
Mfsd6	67.0			488.0		206.0	329.0	102.0	325.0	196.0	199.0
Mfsd6l	1.0			8.0		7.0	9.0	5.0	42.0	13.0	4.0
Mfsd7a	37.0			300.0		98.0	230.0	36.0	188.0	9.0	41.0
Mfsd8	40.0			258.0		114.0	161.0	75.0	180.0	148.0	173.0
Mfsd9	2.0			31.0		8.0	14.0	3.0	9.0	21.0	17.0
Mga	76.0			407.0		233.0	386.0	145.0	464.0	443.0	482.0
Mgam	2.0			9.0		11.0	21.0	8.0	6.0	9.0	28.0
Mgarp	0.0			3.0		0.0	1.0	0.0	0.0	0.0	0.0
Mgat1	91.0			506.0		283.0	503.0	109.0	398.0	395.0	495.0
Mgat2	54.0			931.0		466.0	965.0	113.0	390.0	140.0	203.0
Mgat3	0.0			4.0		1.0	5.0	0.0	3.0	0.0	5.0
Mgat4a	8.0			114.0		48.0	82.0	15.0	93.0	128.0	1180.0
Mgat4b	2.0			37.0		24.0	61.0	4.0	35.0	28.0	28.0
Mgat4c	5.0			16.0		19.0	4.0	8.0	19.0	11.0	12.0
Mgat4d	0.0			7.0		1.0	12.0	0.0	0.0	3.0	6.0
Mgat4e	0.0			2.0		1.0	0.0	0.0	3.0	6.0	1.0
Mgat5	55.0			264.0		109.0	209.0	84.0	161.0	159.0	402.0
Mgat5b	0.0			4.0		3.0	6.0	1.0	0.0	10.0	0.0
Mgea5	110.0			537.0		215.0	466.0	165.0	493.0	331.0	373.0
Mgl2	6.0			2.0		14.0	27.0	0.0	0.0	14.0	2534.0
Mgll	0.0			2.0		5.0	0.0	4.0	1.0	0.0	8.0
Mgme1	36.0			127.0		54.0	116.0	25.0	87.0	94.0	98.0
Mgmt	1.0			9.0		12.0	10.0	7.0	13.0	5.0	47.0
Mgp	0.0			4.0		0.0	1.0	0.0	0.0	1.0	38.0
Mgrn1	139.0			759.0		321.0	519.0	167.0	696.0	268.0	516.0
Mgst1	598.0			2459.0		1291.0	3021.0	727.0	2538.0	460.0	785.0
Mgst2	0.0			7.0		6.0	9.0	1.0	24.0	6.0	8.0
Mgst3	14.0			90.0		18.0	58.0	19.0	33.0	15.0	78.0
Mia	0.0			1.0		0.0	0.0	2.0	0.0	0.0	0.0
Mia2	126.0			1363.0		416.0	898.0	250.0	573.0	420.0	490.0
Mia3	138.0			576.0		265.0	503.0	180.0	559.0	392.0	467.0
Mib1	66.0			354.0		161.0	283.0	120.0	399.0	137.0	322.0
Mib2	41.0			224.0		122.0	240.0	55.0	150.0	51.0	130.0
Mical1	99.0			607.0		241.0	360.0	139.0	264.0	267.0	474.0
Mical2	5.0			32.0		26.0	45.0	7.0	29.0	25.0	86.0
Mical3	4.0			61.0		20.0	59.0	10.0	46.0	49.0	37.0
Micalcl	0.0			0.0		0.0	0.0	2.0	0.0	1.0	4.0
Micall1	4.0			46.0		13.0	19.0	8.0	37.0	31.0	34.0
Micall2	3.0			15.0		10.0	4.0	2.0	11.0	1.0	12.0
Micu1	61.0			340.0		171.0	253.0	96.0	274.0	217.0	417.0
Micu2	113.0			987.0		392.0	802.0	217.0	659.0	186.0	235.0
Micu3	14.0			61.0		33.0	48.0	33.0	59.0	45.0	52.0
Mid1	3.0			26.0		9.0	6.0	1.0	10.0	4.0	43.0
Mid1ip1	86.0			423.0		183.0	423.0	112.0	269.0	202.0	237.0
Mid2	0.0			2.0		4.0	3.0	0.0	1.0	10.0	1.0
Midn	18.0			223.0		61.0	155.0	33.0	141.0	94.0	89.0
Mief1	50.0			249.0		131.0	257.0	60.0	322.0	130.0	216.0
Mief2	3.0			48.0		24.0	49.0	22.0	37.0	22.0	22.0
Mien1	25.0			113.0		52.0	85.0	17.0	71.0	50.0	71.0
Mier1	299.0			1099.0		532.0	1107.0	432.0	1019.0	916.0	1020.0
Mier2	20.0			119.0		50.0	102.0	33.0	102.0	75.0	89.0
Mier3	47.0			172.0		84.0	187.0	68.0	142.0	87.0	147.0
Mif	11.0			61.0		26.0	70.0	13.0	90.0	28.0	248.0
Mif4gd	41.0			201.0		64.0	165.0	37.0	217.0	100.0	274.0
Miga1	7.0			45.0		28.0	15.0	5.0	13.0	27.0	26.0
Miga2	10.0			50.0		15.0	26.0	13.0	19.0	14.0	65.0
Miip	77.0			386.0		138.0	366.0	93.0	471.0	290.0	397.0
Mill1	3.0			1.0		0.0	0.0	0.0	0.0	0.0	0.0
Mill2	1.0			7.0		1.0	1.0	5.0	1.0	2.0	13.0
Milr1	178.0			988.0		427.0	751.0	221.0	974.0	406.0	594.0
Mindy1	78.0			393.0		148.0	442.0	79.0	405.0	191.0	280.0
Mindy2	48.0			192.0		86.0	226.0	82.0	200.0	143.0	218.0
Mindy3	103.0			506.0		245.0	314.0	145.0	534.0	218.0	335.0
Mindy4	6.0			19.0		10.0	15.0	3.0	22.0	3.0	11.0
Mindy4b-ps	0.0			3.0		1.0	6.0	1.0	3.0	6.0	21.0
Mink1	28.0			213.0		60.0	140.0	37.0	114.0	177.0	183.0
Minos1	73.0			431.0		177.0	459.0	100.0	303.0	158.0	335.0
Minpp1	46.0			260.0		133.0	215.0	82.0	231.0	188.0	259.0
Mios	50.0			192.0		83.0	197.0	51.0	227.0	66.0	130.0
Miox	1.0			0.0		3.0	0.0	0.0	0.0	0.0	3.0
Mip	0.0			0.0		1.0	0.0	0.0	0.0	1.0	0.0
Mipep	6.0			121.0		22.0	43.0	11.0	20.0	35.0	25.0
Mipol1	2.0			27.0		5.0	5.0	5.0	11.0	14.0	12.0
Mis12	84.0			396.0		178.0	280.0	130.0	278.0	304.0	339.0
Mis18a	53.0			194.0		96.0	164.0	55.0	369.0	97.0	156.0
Mis18bp1	8.0			45.0		29.0	26.0	20.0	24.0	63.0	95.0
Misp	1.0			0.0		1.0	4.0	0.0	2.0	1.0	5.0
Mitd1	40.0			243.0		100.0	234.0	80.0	243.0	154.0	148.0
Mitf	36.0			171.0		66.0	152.0	40.0	137.0	28.0	387.0
Mixl1	0.0			1.0		2.0	1.0	2.0	1.0	0.0	0.0
Mki67	20.0			164.0		68.0	58.0	56.0	161.0	149.0	386.0
Mkks	7.0			51.0		23.0	64.0	11.0	21.0	33.0	77.0
Mkl1	162.0			803.0		339.0	828.0	231.0	504.0	716.0	781.0
Mkl2	29.0			122.0		49.0	114.0	36.0	71.0	62.0	169.0
Mkln1	245.0			1205.0		477.0	1041.0	348.0	1063.0	997.0	1143.0
Mknk1	217.0			1083.0		498.0	981.0	276.0	1080.0	454.0	859.0
Mknk2	107.0			580.0		190.0	818.0	197.0	385.0	675.0	488.0
Mkrn1	87.0			1155.0		435.0	831.0	132.0	807.0	337.0	332.0
Mkrn2	24.0			132.0		55.0	112.0	28.0	86.0	61.0	72.0
Mkrn2os	0.0			1.0		5.0	2.0	2.0	0.0	0.0	0.0
Mkrn3	0.0			3.0		0.0	0.0	0.0	0.0	1.0	11.0
Mks1	8.0			58.0		16.0	33.0	18.0	72.0	23.0	67.0
Mkx	3.0			5.0		4.0	1.0	0.0	3.0	6.0	1.0
Mlana	0.0			3.0		4.0	2.0	1.0	1.0	0.0	0.0
Mlc1	0.0			1.0		3.0	0.0	1.0	0.0	0.0	1.0
Mlec	85.0			743.0		306.0	488.0	106.0	227.0	205.0	325.0
Mlf1	0.0			1.0		3.0	0.0	5.0	1.0	8.0	3.0
Mlf2	77.0			712.0		293.0	581.0	99.0	396.0	148.0	363.0
Mlh1	16.0			128.0		58.0	90.0	56.0	126.0	123.0	133.0
Mlh3	8.0			148.0		46.0	116.0	27.0	139.0	54.0	77.0
Mlip	1.0			26.0		17.0	8.0	3.0	8.0	15.0	13.0
Mlkl	37.0			142.0		81.0	223.0	59.0	184.0	37.0	162.0
Mllt1	6.0			54.0		25.0	20.0	20.0	47.0	45.0	69.0
Mllt10	42.0			235.0		94.0	207.0	53.0	185.0	175.0	279.0
Mllt11	11.0			49.0		12.0	62.0	11.0	26.0	24.0	52.0
Mllt3	9.0			101.0		41.0	76.0	25.0	59.0	35.0	45.0
Mllt6	7.0			70.0		14.0	46.0	12.0	88.0	94.0	127.0
Mlph	0.0			2.0		10.0	0.0	2.0	5.0	6.0	6.0
Mlst8	19.0			130.0		45.0	125.0	35.0	85.0	84.0	89.0
Mlx	84.0			544.0		212.0	438.0	148.0	404.0	306.0	344.0
Mlxip	78.0			644.0		270.0	662.0	128.0	673.0	267.0	402.0
Mlxipl	0.0			2.0		6.0	7.0	2.0	0.0	7.0	53.0
Mlycd	2.0			131.0		42.0	98.0	15.0	70.0	44.0	28.0
Mmaa	20.0			92.0		37.0	52.0	19.0	31.0	33.0	73.0
Mmab	5.0			88.0		21.0	67.0	21.0	38.0	36.0	67.0
Mmachc	23.0			35.0		9.0	30.0	17.0	30.0	48.0	32.0
Mmadhc	73.0			423.0		185.0	357.0	99.0	375.0	123.0	297.0
Mmd	9.0			52.0		26.0	49.0	17.0	100.0	53.0	80.0
Mmd2	0.0			6.0		6.0	0.0	0.0	2.0	18.0	6.0
Mme	5.0			27.0		15.0	7.0	5.0	12.0	13.0	2.0
Mmel1	1.0			5.0		9.0	0.0	1.0	0.0	0.0	5.0
Mmgt1	46.0			233.0		91.0	159.0	103.0	296.0	157.0	207.0
Mmgt2	17.0			154.0		36.0	132.0	34.0	75.0	120.0	133.0
Mmp10	0.0			0.0		7.0	5.0	2.0	2.0	3.0	5.0
Mmp11	0.0			3.0		1.0	8.0	0.0	7.0	0.0	3.0
Mmp12	0.0			13.0		4.0	14.0	5.0	11.0	1.0	7734.0
Mmp13	0.0			1.0		3.0	10.0	1.0	2.0	2.0	451.0
Mmp14	1.0			37.0		8.0	2.0	5.0	39.0	5.0	443.0
Mmp15	0.0			0.0		0.0	0.0	0.0	0.0	2.0	0.0
Mmp16	0.0			14.0		10.0	3.0	3.0	5.0	31.0	13.0
Mmp17	3.0			4.0		4.0	7.0	1.0	2.0	2.0	1.0
Mmp19	15.0			122.0		20.0	67.0	14.0	167.0	6.0	171.0
Mmp1b	0.0			1.0		0.0	0.0	0.0	3.0	2.0	0.0
Mmp2	2.0			15.0		6.0	5.0	3.0	3.0	17.0	153.0
Mmp20	0.0			1.0		0.0	0.0	1.0	0.0	14.0	9.0
Mmp21	0.0			7.0		1.0	13.0	4.0	12.0	10.0	0.0
Mmp23	1.0			4.0		2.0	1.0	1.0	1.0	0.0	1.0
Mmp24	1.0			8.0		6.0	4.0	0.0	3.0	8.0	0.0
Mmp25	0.0			3.0		1.0	5.0	2.0	14.0	0.0	47.0
Mmp27	0.0			4.0		5.0	2.0	4.0	16.0	10.0	3.0
Mmp28	2.0			21.0		19.0	23.0	5.0	5.0	2.0	4.0
Mmp3	1.0			2.0		3.0	5.0	1.0	1.0	6.0	3.0
Mmp7	0.0			0.0		1.0	3.0	0.0	0.0	3.0	0.0
Mmp8	214.0			3318.0		577.0	1048.0	231.0	3041.0	1.0	197.0
Mmp9	0.0			19.0		9.0	1.0	1.0	115.0	8.0	663.0
Mmrn1	2.0			10.0		30.0	17.0	3.0	46.0	5.0	6.0
Mmrn2	1.0			2.0		4.0	0.0	1.0	0.0	13.0	4.0
Mms19	83.0			505.0		197.0	311.0	118.0	456.0	321.0	437.0
Mms22l	4.0			46.0		51.0	37.0	6.0	23.0	34.0	31.0
Mn1	0.0			4.0		0.0	1.0	1.0	0.0	3.0	4.0
Mnat1	15.0			91.0		39.0	90.0	11.0	79.0	42.0	70.0
Mnd1	0.0			0.0		0.0	1.0	3.0	0.0	1.0	3.0
Mnda	60.0			179.0		138.0	243.0	40.0	151.0	20.0	28.0
Mndal	169.0			570.0		363.0	712.0	182.0	347.0	116.0	213.0
Mns1	0.0			0.0		1.0	11.0	0.0	3.0	3.0	6.0
Mnt	9.0			94.0		29.0	73.0	27.0	77.0	39.0	58.0
Mnx1	0.0			1.0		0.0	1.0	0.0	0.0	0.0	0.0
Moap1	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Mob1a	990.0			4360.0		1961.0	4410.0	1567.0	3141.0	3192.0	3139.0
Mob1b	108.0			352.0		171.0	415.0	145.0	453.0	287.0	364.0
Mob2	57.0			275.0		196.0	265.0	122.0	363.0	191.0	276.0
Mob3a	76.0			351.0		136.0	394.0	114.0	247.0	183.0	167.0
Mob3b	184.0			782.0		387.0	938.0	258.0	598.0	449.0	479.0
Mob3c	67.0			237.0		127.0	287.0	83.0	297.0	155.0	216.0
Mob4	247.0			883.0		378.0	775.0	315.0	889.0	559.0	723.0
Mobp	0.0			3.0		4.0	2.0	2.0	2.0	12.0	2.0
Mocos	45.0			308.0		152.0	404.0	60.0	267.0	74.0	166.0
Mocs1	96.0			602.0		316.0	424.0	118.0	442.0	295.0	275.0
Mocs2	40.0			223.0		76.0	147.0	48.0	290.0	124.0	228.0
Mocs3	0.0			9.0		2.0	6.0	1.0	2.0	4.0	6.0
Mog	0.0			8.0		0.0	0.0	0.0	0.0	0.0	1.0
Mogat1	0.0			4.0		3.0	1.0	0.0	4.0	1.0	0.0
Mogat2	2.0			1.0		0.0	0.0	1.0	0.0	3.0	1.0
Mogs	8.0			71.0		15.0	48.0	12.0	45.0	29.0	84.0
Mok	6.0			9.0		3.0	18.0	3.0	15.0	2.0	23.0
Mon1a	19.0			107.0		46.0	120.0	21.0	100.0	84.0	101.0
Mon1b	89.0			312.0		173.0	235.0	71.0	200.0	145.0	191.0
Mon2	49.0			194.0		125.0	185.0	84.0	216.0	198.0	277.0
Morc1	0.0			6.0		1.0	5.0	2.0	5.0	6.0	10.0
Morc2a	29.0			212.0		127.0	181.0	63.0	245.0	139.0	229.0
Morc2b	0.0			7.0		8.0	1.0	1.0	0.0	3.0	3.0
Morc3	352.0			1465.0		712.0	1361.0	389.0	1299.0	752.0	877.0
Morc4	0.0			0.0		5.0	1.0	1.0	0.0	2.0	12.0
Morf4l1	46.0			148.0		56.0	159.0	31.0	181.0	126.0	172.0
Morf4l2	62.0			466.0		184.0	283.0	126.0	414.0	176.0	379.0
Morn1	5.0			22.0		3.0	19.0	5.0	6.0	6.0	18.0
Morn2	1.0			3.0		5.0	8.0	1.0	4.0	0.0	6.0
Morn3	4.0			17.0		6.0	19.0	6.0	37.0	9.0	6.0
Morn4	0.0			2.0		0.0	0.0	0.0	2.0	1.0	4.0
Morn5	0.0			5.0		0.0	1.0	0.0	0.0	0.0	3.0
Mos	2.0			4.0		0.0	0.0	0.0	0.0	1.0	1.0
Mospd1	20.0			136.0		60.0	95.0	36.0	115.0	40.0	102.0
Mospd2	139.0			575.0		187.0	587.0	228.0	669.0	601.0	749.0
Mospd3	18.0			280.0		92.0	250.0	39.0	121.0	46.0	55.0
Mov10	17.0			122.0		44.0	139.0	24.0	52.0	33.0	63.0
Mov10l1	0.0			4.0		4.0	2.0	4.0	2.0	8.0	2.0
Moxd1	2.0			1.0		5.0	3.0	1.0	3.0	2.0	11.0
Moxd2	0.0			1.0		2.0	0.0	0.0	0.0	0.0	6.0
Mpc1	13.0			87.0		31.0	67.0	15.0	72.0	8.0	56.0
Mpc2	53.0			366.0		159.0	318.0	102.0	249.0	206.0	192.0
Mpdu1	66.0			370.0		168.0	320.0	103.0	358.0	172.0	271.0
Mpdz	9.0			15.0		20.0	13.0	2.0	12.0	22.0	41.0
Mpeg1	1870.0			9811.0		4221.0	10301.0	2821.0	10407.0	2903.0	6444.0
Mpg	12.0			82.0		54.0	64.0	27.0	101.0	61.0	49.0
Mphosph10	33.0			210.0		108.0	186.0	62.0	126.0	103.0	148.0
Mphosph6	10.0			63.0		28.0	60.0	24.0	101.0	41.0	108.0
Mphosph8	16.0			98.0		36.0	103.0	47.0	74.0	94.0	137.0
Mphosph9	7.0			26.0		24.0	29.0	25.0	37.0	46.0	84.0
Mpi	28.0			215.0		78.0	179.0	41.0	150.0	118.0	180.0
Mpig6b	2.0			1.0		4.0	0.0	1.0	119.0	3.0	1.0
Mpl	5.0			13.0		16.0	6.0	6.0	151.0	3.0	15.0
Mplkip	30.0			275.0		114.0	229.0	38.0	56.0	107.0	64.0
Mpnd	10.0			130.0		28.0	84.0	28.0	59.0	24.0	60.0
Mpo	1.0			5.0		2.0	1.0	2.0	0.0	1.0	1.0
Mpp1	457.0			2117.0		988.0	2173.0	584.0	1333.0	927.0	1236.0
Mpp2	0.0			2.0		3.0	2.0	0.0	1.0	1.0	0.0
Mpp3	0.0			9.0		8.0	4.0	2.0	0.0	5.0	3.0
Mpp4	2.0			13.0		5.0	2.0	4.0	9.0	6.0	4.0
Mpp5	14.0			67.0		48.0	50.0	23.0	58.0	88.0	115.0
Mpp6	38.0			218.0		123.0	206.0	61.0	157.0	127.0	212.0
Mpp7	5.0			57.0		21.0	35.0	6.0	32.0	19.0	44.0
Mppe1	28.0			193.0		140.0	254.0	42.0	116.0	80.0	71.0
Mpped1	2.0			5.0		0.0	1.0	0.0	1.0	3.0	2.0
Mpped2	1.0			1.0		3.0	2.0	5.0	4.0	8.0	14.0
Mprip	41.0			288.0		112.0	237.0	72.0	187.0	152.0	205.0
Mpst	1.0			2.0		2.0	4.0	2.0	4.0	3.0	4.0
Mptx1	0.0			2.0		1.0	0.0	3.0	0.0	2.0	2.0
Mptx2	3.0			0.0		1.0	3.0	0.0	0.0	11.0	0.0
Mpv17	49.0			237.0		80.0	212.0	73.0	136.0	120.0	208.0
Mpv17l	5.0			17.0		17.0	5.0	4.0	20.0	6.0	24.0
Mpv17l2	3.0			38.0		11.0	42.0	9.0	38.0	17.0	37.0
Mpz	0.0			1.0		0.0	4.0	0.0	0.0	1.0	1.0
Mpzl1	0.0			6.0		2.0	4.0	0.0	5.0	4.0	7.0
Mpzl2	0.0			0.0		5.0	0.0	2.0	0.0	0.0	3.0
Mpzl3	12.0			41.0		10.0	9.0	8.0	63.0	38.0	141.0
Mr1	10.0			76.0		25.0	46.0	18.0	38.0	24.0	110.0
Mrap	0.0			0.0		2.0	0.0	0.0	35.0	2.0	0.0
Mrap2	1.0			3.0		0.0	0.0	0.0	1.0	0.0	1.0
Mras	0.0			3.0		6.0	2.0	3.0	2.0	3.0	25.0
Mrc1	32.0			72.0		116.0	175.0	39.0	248.0	11.0	3199.0
Mrc2	1.0			3.0		3.0	7.0	0.0	0.0	10.0	5.0
Mre11a	32.0			180.0		90.0	116.0	37.0	166.0	146.0	237.0
Mreg	1.0			3.0		1.0	3.0	1.0	3.0	1.0	0.0
Mrfap1	164.0			835.0		287.0	726.0	204.0	639.0	414.0	543.0
Mrgbp	13.0			154.0		61.0	98.0	25.0	87.0	39.0	38.0
Mrgpra1	1.0			0.0		1.0	0.0	1.0	0.0	4.0	1.0
Mrgpra2a	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Mrgpra2b	0.0			0.0		2.0	0.0	0.0	0.0	0.0	2.0
Mrgpra3	3.0			2.0		1.0	2.0	0.0	3.0	4.0	0.0
Mrgpra4	0.0			1.0		1.0	0.0	2.0	0.0	0.0	0.0
Mrgpra6	0.0			4.0		1.0	0.0	0.0	0.0	1.0	0.0
Mrgpra9	0.0			3.0		1.0	3.0	0.0	3.0	0.0	1.0
Mrgprb1	3.0			11.0		6.0	0.0	4.0	0.0	8.0	2.0
Mrgprb2	0.0			0.0		6.0	1.0	0.0	0.0	0.0	2.0
Mrgprb3	0.0			1.0		2.0	0.0	0.0	0.0	0.0	2.0
Mrgprb4	0.0			0.0		0.0	0.0	1.0	1.0	0.0	2.0
Mrgprb5	0.0			6.0		2.0	8.0	1.0	1.0	1.0	9.0
Mrgprb8	0.0			0.0		1.0	0.0	1.0	2.0	1.0	2.0
Mrgprd	1.0			0.0		2.0	6.0	0.0	2.0	5.0	3.0
Mrgpre	10.0			1.0		0.0	0.0	0.0	0.0	2.0	72.0
Mrgprf	0.0			0.0		2.0	0.0	0.0	0.0	0.0	0.0
Mrgprg	0.0			2.0		3.0	0.0	0.0	0.0	6.0	0.0
Mrgprh	0.0			0.0		0.0	1.0	2.0	0.0	0.0	1.0
Mrgprx1	0.0			0.0		0.0	2.0	0.0	0.0	0.0	0.0
Mrgprx2	4.0			5.0		4.0	2.0	3.0	0.0	4.0	3.0
Mri1	43.0			210.0		90.0	206.0	45.0	121.0	97.0	165.0
Mrln	0.0			3.0		4.0	1.0	2.0	0.0	3.0	0.0
Mrm1	31.0			120.0		53.0	109.0	44.0	92.0	134.0	111.0
Mrm2	7.0			27.0		23.0	13.0	8.0	23.0	21.0	29.0
Mrm3	3.0			37.0		19.0	20.0	10.0	40.0	16.0	41.0
Mrnip	1.0			6.0		1.0	2.0	3.0	9.0	7.0	4.0
Mro	0.0			0.0		11.0	1.0	0.0	1.0	0.0	6.0
Mroh1	98.0			584.0		218.0	456.0	118.0	676.0	392.0	789.0
Mroh2a	19.0			75.0		75.0	61.0	36.0	82.0	147.0	115.0
Mroh2b	1.0			13.0		8.0	9.0	6.0	2.0	17.0	5.0
Mroh3	0.0			6.0		5.0	5.0	1.0	2.0	16.0	8.0
Mroh4	1.0			1.0		5.0	0.0	1.0	8.0	5.0	6.0
Mroh5	3.0			4.0		6.0	6.0	0.0	3.0	3.0	3.0
Mroh6	2.0			1.0		0.0	7.0	0.0	1.0	0.0	0.0
Mroh7	0.0			5.0		1.0	6.0	5.0	1.0	2.0	4.0
Mroh8	0.0			5.0		6.0	8.0	3.0	6.0	5.0	11.0
Mroh9	2.0			2.0		7.0	5.0	0.0	2.0	6.0	8.0
Mrpl1	45.0			262.0		126.0	158.0	64.0	193.0	143.0	202.0
Mrpl10	50.0			240.0		99.0	219.0	59.0	187.0	106.0	162.0
Mrpl11	22.0			124.0		41.0	78.0	18.0	141.0	78.0	156.0
Mrpl12	19.0			65.0		34.0	57.0	14.0	70.0	30.0	85.0
Mrpl13	14.0			132.0		59.0	90.0	36.0	133.0	99.0	256.0
Mrpl14	25.0			127.0		65.0	98.0	29.0	91.0	187.0	178.0
Mrpl15	61.0			274.0		140.0	254.0	74.0	257.0	187.0	370.0
